ceeb,ncessch
470809,A0110062
052402,00083655
220425,00603315
311362,00863431
360090,01058639
090115,00253448
191731,00537168
210180,00579721
221330,00603891
242021,A0304082
050060,BB910074
053054,00094441
070670,00233002
263065,00751104
333375,00921757
440336,A9703332
502505,01506401
050462,00078736
052200,00074822
052361,00095911
054224,A1100080
060435,A9101574
080194,00249577
120214,Y0327139
141074,00342907
220969,00603574
311253,A0701539
335615,00923583
365211,A1302406
393455,01185645
395000,01188125
030661,A0300071
050310,00074924
050420,00076987
051065,00068783
052741,01900113
361110,01055649
361530,01064096
446255,01327182
447364,A9703330
060127,BB130106
060749,A0900680
070889,A9700802
101731,00259064
190218,A0301673
211030,00579018
333025,00938997
362441,A9300753
365237,A1792070
440353,BB162854
471890,02065099
050082,00075575
110189,00299132
143650,00342146
340120,A0302351
432212,02059187
441710,A0702288
100475,00257533
143096,00341754
242245,00700396
330043,00923969
393401,BB081524
440380,A0303067
443399,A9106482
443409,A0109406
141415,00355009
180770,00515596
310298,00866669
310815,X0869116
334751,A0502542
430300,01296334
441411,A0109375
446688,A0308056
011869,00002788
052681,BB944783
053048,00091418
100745,00261299
111986,00297383
221965,02035993
242694,02039524
361533,01059891
362485,01895214
391574,01191207
472286,01433102
051333,00083462
052395,00071027
052714,00075859
101866,A9102015
251181,A0105444
300345,00852204
333475,00939491
333500,00938374
395400,01907039
471766,01432787
471845,01433645
050285,00083429
060704,01927281
100881,A0300970
191763,A0901571
281710,02161678
333760,00940612
444359,02061888
181511,00514344
210750,00580125
270529,A0502177
320003,00909478
330817,A9300620
440313,02121737
471776,01433962
050559,A9302805
151653,01901514
171300,00489291
380647,01161544
432035,01295578
481281,A9301026
054670,A1790065
111388,00299733
230210,00641077
263570,00751046
334041,A9303747
431094,02059165
442240,01326804
442917,A0303079
445380,BB021891
012681,A9500031
052820,00077164
053161,00080155
210545,01651164
230880,00638133
231768,00643438
233698,01606519
242720,00702983
380912,A0108758
393901,01631942
472213,01434092
480645,A0503657
053711,02013608
130436,00331203
220202,A0301789
230768,00637945
311348,00868768
361415,01064358
421245,A1703313
431601,A1503590
450250,01412818
053468,BB120185
054005,A0700251
112243,00297361
112624,A9102139
173210,00490332
180575,00515734
220499,00604895
242277,AA001018
281718,00809484
311336,00868892
334765,00929472
400238,01257543
172776,00488618
282434,01931006
332760,00938953
373651,A9702722
441805,A0109464
442230,A0109420
450441,A1102258
470445,01433055
481292,A1504014
051500,00070602
100258,00258741
210841,02188077
222515,A9300466
470882,A9708118
481280,A0503662
030265,00031414
030289,00031731
030536,00032542
100046,A0901147
112628,A0102881
190577,AA890392
211011,00579528
310996,A9104409
330990,00939414
334785,00939356
363082,01062441
393480,01185769
012691,00000044
050662,00074902
053245,00070012
061312,00209556
102381,A1501048
222013,00603789
230355,02037764
331885,02046961
334047,A0107885
441953,02060636
446786,A0740134
030288,00032145
051547,02114242
101729,00264788
181443,Z0516931
181510,00514355
190207,00540534
333920,00937075
362233,01905406
394061,01196602
431066,02059518
470047,A0903718
053802,00071107
070412,00232246
101218,A9101940
150695,A1101060
152680,00422113
200068,00563551
220515,02160696
242673,00704164
310850,01655307
340913,A1302225
395032,01188158
431173,01910165
445501,A1703519
030483,A0304003
050867,00070577
070095,A0101540
210610,00577848
221786,02033839
263295,00754058
341341,A0108578
010912,00001503
050485,00080949
052153,00093164
100888,00260524
142525,00353078
363857,02162536
393930,01199181
442201,AA890893
491410,01489745
140720,BB180969
143724,00350984
151087,X9102631
200930,00563664
310440,00865235
330050,00924022
331748,00932317
040880,00048971
060473,00209465
222378,00600303
242295,BB181535
051612,BB180075
053659,00081512
102071,A0901150
143965,00348829
151225,00423376
330588,00926449
361195,01058399
372717,A0108698
471396,01433452
053429,A9300126
054639,BB180325
111737,A9102211
111996,A9102202
141765,00348217
260650,00755663
334633,00943318
334880,00931368
445558,A0990131
052264,01613388
101810,A1501080
110195,01929074
110474,00297441
140182,00348046
140682,00344948
262435,00751807
300362,02117935
361491,A9702663
361595,01059905
400250,01257907
440525,01323519
501280,01509151
030410,00032156
050140,02010695
101970,A0700618
142375,00346763
180540,00515767
210695,K9302634
300635,00852135
330447,00922262
441504,A0903534
470435,02063386
054744,A1700268
101715,00258606
141045,00343048
222400,00604261
230090,00640437
300580,00852113
332330,00930331
334629,A0502538
365735,01062408
442503,A9106436
450169,A9504215
450314,A9106550
052527,00072315
052941,BB000071
100469,00257599
101014,A9101738
101329,A1192042
262195,00755084
391361,01185033
392150,01186081
400170,01258081
410533,01932203
443439,Z1326892
052733,00080905
111961,00297088
333385,00920877
360315,01063194
364292,A0108649
440562,02061083
441731,A0109365
450130,A1503898
480752,A9106827
502088,01513248
011440,00001401
030542,A0700055
052380,00071854
053240,00075677
110866,A9300318
221787,A9103061
290095,00846981
300105,00851459
310355,00869003
370270,A9105361
431231,A0702105
431455,01296163
443333,02061243
444267,A9503996
090200,02032143
101572,00258672
110167,00298387
112627,A9501467
262947,00751738
270087,00791613
300015,00851958
320605,A9104611
441147,AA001188
443435,01325301
470472,A1503946
480391,A9106814
480922,A0110186
053027,BB160347
222480,00603701
300143,00851721
320059,A9702291
050791,A9900352
051584,BB060032
140251,00345748
152175,00421481
230190,A0901879
232287,00644497
410903,01932349
430400,01297688
472415,A9301004
501082,A0303359
502385,01506456
050483,AA890087
051625,X1604089
052201,A0300541
060468,A0700349
222344,02035916
231484,A0104396
320032,A1502422
372645,01127911
481050,01460737
030300,00031301
120036,00326893
142380,A9102442
143211,AA000603
143694,01610321
192020,A1701864
192050,Y0537452
220605,00599748
222150,00600234
395095,A1703253
443459,02163405
480498,A1102333
070053,00232122
080160,00249715
100248,A0101860
140850,00342907
210703,01604646
210838,01604409
261700,00753531
290116,02117913
363948,A1702840
392990,01185237
460375,01421924
050088,01604147
050173,00092794
051173,00083451
052375,00081975
070330,00232541
222410,00603836
262841,00752152
310790,00867902
311071,00863329
335395,00920378
441409,02062473
446651,A9503971
054127,A0900304
060530,00209534
070235,A1500672
080213,A9501052
111848,A0740046
140098,00344799
143335,00347439
143697,00347825
151095,02159782
173190,00489531
192080,00541094
394303,01187879
430453,A1703348
460080,01422112
050859,BB980108
060914,A1100411
100793,00264879
120065,BB160973
220610,00604206
241688,A9303277
311212,00869648
311317,00867265
380858,01161373
052218,00088245
120055,A9901547
190195,Y0539347
336015,00939163
360273,01064085
446701,BB141020
460411,A9703437
052082,00077539
090226,X0253211
130507,A1701422
331071,A1101683
331515,00937847
363300,02162591
421020,X1608378
441735,A0109386
443433,02061072
052278,A9101195
052955,00072483
070535,00233104
070695,00232563
101031,01639974
120150,X1983225
260640,00751716
300600,A0701483
471427,01432324
030305,00032677
110302,00298933
152343,00423048
300418,01607068
330925,00938159
391133,01188613
431653,02058933
471610,A9301015
041444,BB140012
052984,A0500413
060393,00209873
140340,00346865
333511,00921633
501187,01513419
501350,01506092
053850,00092138
070838,00230114
110214,00297237
191835,X0538842
210383,Y0579426
221900,00603723
334011,00919533
090231,A1700683
240539,00704517
333645,00935216
460341,A1503911
171532,00488822
191230,X0540487
232880,00638632
441755,01324487
080095,00249737
190186,Y2120358
191985,A0701050
361773,01058967
372675,01127864
441746,A9106432
502342,A9703709
052020,00071468
052339,A9700273
052637,00074695
100353,00257952
192103,X0537306
200945,00564114
210233,00578863
221610,00603803
251398,00735716
290161,A9502689
331095,00926799
381053,01161475
410052,01265077
411152,01264302
431670,01296378
440989,A0109500
442519,A0109338
481130,01460475
052090,00094452
110822,00297394
151654,00422124
181540,00514537
191782,00541232
262985,00754604
050990,00073942
191784,A0501755
210015,00578105
390309,01188781
393300,BB162584
431127,01296367
481365,01460395
510446,A0303404
042375,00047708
051514,A9300097
192210,A1501766
210424,00579415
232657,A9103434
300110,00851903
320553,02044964
380338,A9503394
400165,A1503512
431447,01296323
102420,A1300851
112361,A0901364
361030,01056664
361629,02049623
431716,01296312
443128,01327193
051966,BB180145
192690,00538773
220683,00600959
395310,01195405
443558,BB170357
470883,02065623
252097,00734676
440315,01325924
440412,A1790489
053326,00077721
143420,00347304
310955,00861638
333860,00939174
361262,A9702662
373620,01128096
393335,01196464
431725,01296764
440350,A0303094
472284,A0109667
481169,01462315
053771,A9900319
070845,00230169
332083,00936548
430315,A9501499
444834,A1303405
446320,01328302
070797,00231865
101116,A0102514
102619,A9101717
140935,00352198
151662,A9701461
220163,00599613
362875,01057624
392575,01186274
481355,01462009
051316,01897357
100512,A9701007
111962,00296696
394091,01908702
471618,01433099
101032,A1592031
101847,A9101747
171531,A9102808
310229,00861321
310500,00864708
442572,A0109492
050402,00071559
051213,A1790096
051349,00071093
052680,00083407
053061,00071821
100361,A0700479
210938,00581435
361350,01058027
380916,A9503396
411442,01263251
431621,01295807
050275,A9300194
054399,A9100656
070615,00232949
100611,A0501282
120217,A0102974
142074,02023649
151660,A1701673
242288,A0502064
332650,00920753
481070,01461005
481245,02164748
052133,00094725
101047,BB180639
200528,AA000222
335898,00931459
481609,A0110137
112683,00297907
141080,02023638
230332,00638075
263010,00755801
300358,00852168
311345,00861864
331000,00927497
450064,A0109539
500823,01512721
240697,A1702122
311014,00863613
335281,00939469
431515,01296083
460264,01635969
481154,A9106848
053239,BB160293
054356,01612872
101317,00265453
281302,02042399
362794,01056041
380014,A1702964
480914,A0509263
501736,02069195
051555,00081476
052261,00083622
070678,AA001490
141040,00351853
232135,00640084
320025,Y0909354
443432,01325265
051330,00078419
101690,A0300953
110256,00297328
220783,00601919
360020,01058774
440068,A9504187
441767,01326961
501395,01514354
053985,A0500717
100904,00260604
110151,A1501442
120139,00326758
182045,00516148
262940,00751319
481173,01913756
041223,02004444
051792,BB120057
181435,00515224
220600,00604126
230013,00644996
233580,A0301873
361631,02162751
470063,A0903722
053114,00084615
101294,00263194
101648,00260954
163710,00458569
260724,A1301772
311072,00863599
333580,00941729
400188,01258128
410118,01263433
443363,Y1325356
450071,A0702313
470500,01433215
490205,01489632
041417,A0300097
050467,00093142
050994,A9100848
052209,A0500644
053705,00083065
281315,00810682
054841,A1790054
070421,A1790109
111036,A0700688
151906,00423944
191778,X0538172
210660,01604431
222392,00603869
241600,A1301722
330575,00938341
363373,01057828
010841,A0500005
054579,BB180088
100819,A0300789
162237,00459405
191777,00538183
300209,00852576
392148,A9702834
440731,A0503410
100293,A0300902
172902,A9300407
393450,02121544
395396,01188293
445578,A0503427
446697,A1102156
472475,01434037
481500,01461162
052392,00071457
100740,00258504
101827,A0501183
210248,00579889
231965,A9303370
242315,A0701381
263535,00752855
320048,02044862
361120,01055671
372669,01128471
400045,01258059
500857,02165016
502396,A9904507
052677,A0500612
210575,01604464
221818,00599908
251402,00735727
310645,00862187
380099,01931855
446147,A0109455
040749,A9100177
051730,00070191
054853,A1700519
100985,02019927
101131,A1501043
101821,A1501149
120198,00326678
172410,00489611
210526,A0501822
310105,00869091
330610,00935205
332440,00935329
361080,01056358
380920,01161191
395275,A1101955
430430,A0903425
450016,A1503855
481393,A9504344
042313,02004615
053016,00095944
053029,A0101312
053700,00095671
060483,A0500805
111937,A0102889
143061,A9302842
210583,00578728
220812,01651798
430171,01296811
470787,A0303208
100163,A0101985
151716,00424201
270526,02041872
335600,00939731
431069,A9703215
472282,A9304211
030602,A0500087
053929,A1700387
101365,00258322
181505,00513974
232285,00640175
393388,01909171
440318,X1328754
471838,A1503930
110221,A0901275
220925,00604294
261697,00753994
334806,00940215
335360,00920232
380915,01161555
442608,BB162775
470438,A0992066
050423,00081895
051236,AA890063
101824,AA890143
200830,00563857
233330,00641135
333761,00939152
393190,01197752
441796,A9904275
441823,X1328481
447042,AA001238
500402,01510291
050122,01612908
050656,00074913
050709,A9100989
110134,A9303095
210744,A9302909
220032,00599544
380861,A9503403
392375,A1503477
051373,00080359
051445,00094474
051990,A0500507
210095,00580103
242548,A0105207
262925,00750869
332700,00921156
392570,01197796
440362,A1190093
011833,00000758
052136,00081953
100179,A0102707
281040,00810139
365054,01061889
380428,01161453
394026,01197606
394475,01197901
442549,01324873
050898,00077572
051075,00070985
100577,A9901147
111619,A9102155
141850,00352201
201140,00563675
210592,00580216
210843,00580431
210955,00579379
333830,X0921451
395162,01188216
443332,02163609
444349,X1327353
501370,01507507
030437,02003327
051311,00070974
052502,00071639
060269,A0700356
262987,00754615
481160,02164646
052273,A9101375
052967,00083575
053501,00070996
054669,A0307172
113096,00299052
231763,00639261
261685,00753939
311069,00868382
311295,00867243
332880,00936479
441803,A0903622
447040,A9106448
472311,01433747
501915,01512696
053304,00070125
054103,A0900624
060867,00209159
070242,00232097
070428,00232417
361028,01056675
373626,A0971650
395446,01197785
411034,01611813
440103,A1303336
440295,A0109452
446180,A9703355
472503,A1392046
053205,A0300549
330790,00939549
391282,A9503525
450011,A1303517
052940,02158814
053005,00072632
053078,01609418
101422,A9700925
130027,A0700807
200055,02030146
392885,01196952
090085,00252681
141502,K9302104
151312,00424857
151992,01902325
241592,01652871
300515,A0701476
330705,00926416
331075,Y1985845
333861,A1790374
360080,01058719
393305,01186718
410907,01264936
051362,00071399
060921,A1792019
102034,A9701099
144407,00341222
151575,00424733
210007,00580067
333776,BB162059
391600,01185135
411339,01264142
446220,Y1328368
447270,01322639
101306,K9301333
171680,A0103720
220595,A9701934
222363,00601362
421175,01282274
991526,00210368
052311,00092477
053604,00076262
140599,A0103176
232700,00639046
335316,00940259
364018,01059213
370483,A9105330
373642,A0971650
380743,A0108762
443460,01327342
012219,A0100330
030510,00030942
100123,01605275
160689,A9901924
341579,A0302348
390845,01193612
411032,A0503224
441810,01914986
481155,01461898
102641,A0901249
172472,00490412
173167,00489575
260750,00754739
261569,BB161337
310845,00869014
310994,00867797
443811,A0503455
447282,01323213
471573,A0702369
481117,A0110136
500170,01514944
052898,A9100516
210032,00578116
270620,00791704
311572,00866272
330920,00925933
332176,A0302278
335940,00920527
394657,01607997
441825,01635175
502382,01513656
012679,02001272
030319,A9100470
112585,00297372
141335,02024201
152613,A0700892
171435,00489655
350160,01042651
450328,AA001502
480073,01462326
053746,A0101167
101271,00257737
152966,00421277
220405,00603767
231625,00638927
242217,00701265
263629,A0902045
320701,A0107352
410388,01263397
460126,A0303186
050449,A0900468
053323,00092058
210191,A1501851
333565,00939684
050978,00082061
051121,A9101485
051244,A0900415
090028,A0500912
113200,A9901538
153273,A9102776
220120,02160561
221115,00599453
250664,02040358
290109,01924054
310669,A9300596
361794,01056879
472458,01434456
053044,A9302442
130061,A9901595
210558,A9502050
220475,00603905
222350,00603304
332101,A9303749
360852,AA890777
380678,01160813
510066,02069322
054183,BB170061
233542,A9702013
300185,00852124
430967,AA890889
441785,01324523
101680,00258865
260781,00751771
311025,00867163
472020,01434842
053370,00071446
053982,00095988
070112,00233421
140738,A9102358
143465,00347166
222460,00602752
260670,A0740079
333350,00939028
500305,01505893
012688,00001558
053851,BB000141
110196,A0501468
201073,00563824
334020,00919588
373625,02050606
070896,00230293
101003,00259381
120216,00327241
172680,00490128
210317,01621413
263285,A9707052
365053,01061594
390483,AA890812
391005,01184834
444158,A0109423
060600,00208042
101214,A9501365
111273,A9102188
112618,A0102864
140175,00348002
220730,00603348
443330,01325323
443605,02061039
460078,A9703436
472418,A9301020
480220,01464163
050144,BB000016
051300,A1790034
051710,00083418
052880,00076954
120030,02023026
130041,00330924
192145,A0901605
210937,00579539
231961,A9103494
252825,A1301755
392365,01186172
432105,01296458
443383,01325276
060122,00209487
100781,A9701122
112721,A9501567
142485,00342656
150970,00422576
220664,A9303211
220665,00600937
311435,00863464
394365,01197887
411035,02163063
480065,01461978
481384,01462836
070335,00233115
110607,A1501394
181595,00514049
251734,00736174
360765,01062645
470138,A1703674
471615,01431885
070810,00233261
112803,00296619
120243,A9701350
151700,A9901848
190045,00538864
190235,BB170193
281685,00809418
333461,A1502611
431635,A9106269
441838,A9504208
460417,A9904364
070210,00233206
110124,A1701301
334830,00929621
391955,01189923
441171,X9106532
051628,00079398
232610,00637311
242235,00703331
333605,A0302186
340174,01012106
390480,01197719
441761,01326247
444742,X1328175
450230,01412931
211072,00580828
220848,00599679
261666,BB181615
311053,00861718
332543,00926223
393370,01186933
400215,01257474
470985,02063874
472332,A9703503
010223,00003001
054720,A1390040
060131,A0300672
101403,A9302774
220904,AA890448
242208,02039364
394567,01192007
471941,01433441
050768,01612759
054494,A9101468
054722,A1500392
060248,A1500652
061368,A0700358
070890,X0232993
231685,00638993
231745,00643391
310835,A9303601
332892,00926336
431665,01294971
444286,A9300916
470591,01434219
070796,A9300233
151651,00421903
164622,A1501688
210435,00578513
335595,00923572
361033,01056653
390870,01184776
450419,A0109535
054761,A1100086
060384,00209931
101059,00257726
220680,00603745
290140,00846879
320454,A9303622
380927,01161373
392187,A9303917
393243,01186605
443514,BB021862
443534,01327885
052045,02187528
052343,K9300506
120085,00326882
191470,A9501985
192105,00537485
310100,00869058
500063,01508817
051381,00084477
053650,00071129
070752,00231923
220206,A0501894
332042,00937778
335050,00923415
335820,00929097
380477,A9300798
380859,A0304101
391648,01197876
393350,01186911
053358,BB180123
070415,00230963
100989,01928004
101055,00263977
150448,A0301569
251425,00734461
261590,A9502624
331520,00939662
361360,01057985
042245,00048359
050103,BB961361
052042,A0101125
052185,00074833
053212,00083473
060254,A9101570
141170,BB161009
311373,02043643
030422,A0900156
052420,00083531
053180,00073148
061349,A0101450
070258,A0900685
120040,00326634
221392,00600686
330147,01903362
332470,00940408
365798,A1502835
392807,A1302750
395431,01196533
446267,02059857
447644,BB981479
450003,A0702295
051570,00091145
053631,00070103
070263,00231082
110926,A9501534
150980,00422306
163488,00459697
252732,00735454
335440,00930411
446238,01322956
051356,00070624
053036,A1300262
053593,00085051
070190,00232144
120162,A0509228
120188,A0700801
190583,02029538
192170,00537758
270107,00792151
395100,01196919
421182,01282784
430276,01296301
480564,A0503635
500062,01515493
502534,01933502
190176,00541607
310715,00862642
331080,00937745
332644,A9303894
333980,01607487
360957,BB182163
361330,01059359
343501,01012172
373595,01128008
431395,AA000291
471533,01432608
052648,00082957
053010,00072767
100176,02019111
120020,00326554
164610,00458988
210590,00579448
221995,02161011
261780,00752287
410285,01263422
445061,A1303403
491400,01489268
050215,00074017
051452,A0101354
210951,00579109
361945,01059723
362879,A0108633
392370,01199159
442568,01328404
011298,00001897
041271,A9500216
052124,BB020327
052896,A0900259
053669,00091236
053683,00081443
210496,01604351
331635,00939786
365055,01061754
471895,01431706
481127,01913133
030264,00031425
060436,AA001232
100118,A0792090
100511,00261131
101835,00256904
140259,A9102413
394289,A0903306
501188,01508136
052262,00081997
052663,A1500426
220241,00599318
231005,00636249
262846,A9103783
334145,00919613
430320,01295126
442368,A0303150
450343,A1102238
011149,00000306
050469,02113668
052309,A9101164
054535,A1790059
060146,A9101544
120152,00327004
200805,00563278
220077,00602016
222190,A9103025
232055,00643813
300561,A0106239
311265,00868462
440223,A0790170
110169,A0102963
120105,00326361
141774,A9102592
310935,00863704
361509,A0108602
391048,01184867
393400,01186999
430894,A0503335
431710,A9300845
441962,A9300857
470437,01637117
053200,00069561
143421,00347304
144385,00350496
191488,01650193
311492,00866498
334095,00942052
361305,A1790412
372721,A1302599
440945,01327852
440954,02059981
480697,01461923
051685,00071741
052695,AA001475
052774,01899795
060318,A0101429
070028,02159308
110133,A0102860
220008,00602209
220454,02035949
361045,01056631
380567,A9903549
441896,A1503694
443733,A0109364
010335,00001616
070398,00232202
080205,00249861
100492,A9102097
102505,A1500933
112278,00297168
130045,A9300335
220495,00604137
240640,00704459
251424,A0105470
332309,A0502564
365005,01061346
391153,01189708
393775,A9105891
060430,A0101393
230329,A0104221
333755,00920061
334440,00935249
391295,01190611
441789,A9503982
472138,A0903717
110081,A1501429
151082,00422689
200315,A9701707
220415,00599307
332814,01904231
342532,A1702739
393647,01194004
443395,A9106483
471907,01434354
052077,01609203
052745,00074356
100788,00265657
233049,00641328
311616,00866159
361508,01060127
380907,01162016
444917,A1303426
070130,00232519
110179,A1501331
120183,00327376
263055,00751115
334545,00928956
443293,A1303509
447116,01327014
053290,A9500468
060959,A9900858
192671,02160109
231712,A9702015
262480,00752312
263108,00752196
290176,A9902792
332363,00930342
332992,A9104818
334625,00935191
440915,01323654
490777,02067347
501390,01512787
053039,00083509
110132,A9303093
221760,00604283
263025,00751862
333800,A0740102
335230,00939017
501575,02122242
051565,00071424
051752,00083167
060289,A1300505
100527,02159443
221428,00600664
310535,00868746
333815,00939389
410412,01263513
052104,A9700305
052686,A0300412
053095,01609349
140045,A1790240
144005,00347712
210410,00580114
230926,A1101281
330335,00927318
470786,A0503559
471350,A9304184
052419,BB944400
101275,00260943
334607,00942212
373615,Y1128289
431668,02163165
110062,A9501520
240830,00703149
471117,A9106736
471840,01431794
050920,00082141
053140,00074265
054164,A0792087
070540,00230522
144186,00349593
310554,02043847
310693,00866512
361510,01060105
053451,A9302796
060417,00209068
070125,00231661
100426,A9705250
151658,00422077
222197,A0501906
261635,A1702259
447321,01328528
500855,A0110261
500996,01612599
100602,A0101795
101495,00265362
101793,00260535
144475,00347676
263075,00751986
311304,A9702239
333430,A1302004
334060,00939629
393750,01192583
441894,01326269
443624,01325312
053000,00072596
053097,01609338
331945,BB081358
391915,01195835
431551,A0109245
050879,00095139
200685,00563416
330431,00931572
041440,00047978
054489,BB180145
054619,BB160350
060082,A9101574
100148,00259563
171695,00489021
200100,00563595
210335,00578546
210887,A0501793
230082,00646133
251052,A1702168
392855,01194037
394905,01196715
450047,A0303176
050876,00082924
070780,00232406
101552,A9701131
120029,00326532
361260,01064052
390730,01189107
052697,00076149
053811,00096416
100495,00261266
181575,Y0516705
210055,00577713
300400,A1502305
310770,00865188
333365,00921327
430028,01910063
450375,01412771
061364,080690006550
054460,060180112244
141239,170993006452
151671,180004502137
331817,360009806066
053688,060160911846
054379,060247312390
100646,120177004148
140627,170993006058
441168,480957012272
443613,482364002584
480094,530042000099
525196,660000200078
050494,062759009412
060137,080249006463
100609,120108003952
242224,273384004429
444919,480026811128
054815,060164813354
320298,350111000768
334786,362475006177
053028,060003611084
320653,350013800938
011701,010000802198
030668,040187002806
130636,160324000998
143499,173174006027
444082,481428011984
030133,040633002854
053903,063432011153
111742,130288003969
221079,250279001898
054602,062664011271
180296,210573002441
332903,360010205735
334124,360008305909
440382,480894011354
441522,481527012733
470631,510105002758
050068,062271011652
102207,120039007456
310281,341072004348
441401,480735012482
480749,530240000356
054725,062250013105
110965,130402003625
290219,320006000754
331949,360012205830
443739,482517010759
144320,174125004141
480554,530576003201
054313,060206112083
441854,481623010560
054063,061233008275
060244,080192001905
442776,482060008083
054385,060744000703
191048,220087002301
431609,470369002247
480442,530048003003
054043,062515011812
060193,080345001918
060503,080336001795
101965,120129004044
111866,130228003935
140648,170993005051
141143,170993006439
340018,370472003402
443608,482364012203
061044,080336006520
061361,080555002017
111867,130539003901
290223,320006000714
333834,360007701720
392803,420007500531
051472,060207608718
021080,020051000731
100847,120147004013
380152,410294001739
130398,160210001000
331811,360009806004
410001,450390901663
501004,550732002754
050628,060903011855
054218,060236211632
333877,360007706065
335449,360010405549
480976,530423003432
012518,010027002073
060506,080336006450
444659,483012010505
054248,063993012084
110152,130012004059
320537,350001000954
441849,481623011197
041486,050007401107
141331,170993006517
444751,483060012896
060349,080387006408
320608,350016001096
443727,482517010760
444799,483873011436
030633,040077002903
102432,120039007972
111268,130228003913
310339,340459003071
444080,481428012296
060374,080336001869
481391,530870003286
380973,411035001785
060108,080363006648
242228,270019303146
333695,360007706361
381078,411122001803
440732,481071012014
020360,020039000397
053991,060200013537
054406,062664012535
060604,080336001833
192041,220029700926
331199,360007806115
440018,481674013273
442488,482001012192
030581,040775002433
143634,170140006135
240077,270009302488
112859,130255003998
171692,200840001776
441689,481611011253
441866,480003711452
444459,482892011334
070929,090324001504
130088,160060000839
391036,420771007401
442047,480021111282
443923,480001009624
030672,040029503325
061357,080555001872
102283,120081006808
102341,120108007882
052039,062316010903
054548,062271012946
054702,062955013149
030615,040081803197
042169,050005501508
053912,060175911467
070927,090136001507
311384,341804003009
320521,350015800883
450600,490017901476
050404,062724011702
053980,062271010888
310062,341647000557
011126,010153000528
030598,040010601892
335361,360007706108
470956,510189002837
054194,060176311756
102070,120015004244
110591,130111003308
102326,120039004073
240421,270819004260
470021,510225002865
502351,550351002876
311186,340074103050
440949,481179011507
471562,510313002850
053945,060189111138
054705,060194513029
300118,330004000678
471804,510225002812
030696,040340002965
054055,060185010864
054375,060004712372
054663,060184411208
100083,120123005608
282396,310016501790
450001,490003001486
450223,490017201457
030563,040022302199
060968,080537001572
290215,320006000778
450423,490063001159
470002,510313003025
102334,120039007811
140661,170993005061
331126,360015205926
444368,482838010525
051538,062688011700
054438,061482012403
054703,062580013683
101982,120150004131
130189,160017400803
053906,062583011453
101994,120150003944
231689,260109507913
440267,480003012231
242738,273381004246
480114,530039003354
380055,410171001767
442626,482001013005
300044,330174000680
411696,450390101544
053879,062271010862
232618,268082008011
054412,062805011920
210609,240066001674
320383,350150001090
320622,350012501069
480678,530486003607
053216,063432011145
054331,063207012254
102104,120147007417
160162,190369002187
393238,421899000923
441850,480003011186
450004,490003001293
061458,080028206600
111141,130022704031
170008,200914002083
242449,270036204106
290247,320048000664
320412,350168000614
220921,250007602086
320416,350011201051
480044,530030002978
030603,040040702404
110897,130393003436
365143,390018004704
060962,080537006423
331905,361110000884
446021,480142212570
140704,170993002618
331142,360528004433
411292,450270001626
440364,480026411782
450066,490014801396
102199,120144007646
446263,480025810423
053880,060002811038
102181,120018007555
141949,172307002544
300634,330717000692
060507,080348006597
333403,360016705891
450322,490006100991
054597,060242812189
430357,470303002153
433182,470453002275
481071,530354002974
054030,062271003029
442958,482166013033
054106,060210111023
054271,060171612034
060492,080336006448
290207,320002100680
054351,063153012216
054630,063432011149
102060,120135004995
102464,120123007901
365198,390470105403
054467,060190812801
054468,060167812360
171120,200654002052
445889,483318012421
050386,062160010755
054003,061455010779
060554,080336006576
242269,270033704356
481211,530802003217
054121,060171310897
230648,260957007865
290208,320006000533
333693,360007705623
400254,440001700477
441176,482703009436
441856,480003012012
450153,490005601175
054250,063363012310
060553,080336006547
102581,120105007689
151684,180009802474
331078,360009406122
472147,510366002464
140691,170993006500
430042,470015202075
070594,090345001617
440061,483486012225
444151,480020208505
172302,201200001990
421187,466627001303
443303,480020911415
054245,060223312016
060169,080690006507
061362,080555006433
061437,080690001996
230924,260099308233
260733,290100003239
030132,040340002777
030662,040269002971
054257,060160414051
054414,060006412356
445644,483240011842
080228,100130000270
330974,360015205826
441844,480029212542
443598,480027412494
480059,530038001069
050029,060177010547
054120,063432011939
054267,062361012065
333866,360007705625
472417,510402002658
143847,170031004970
443292,480020911822
053937,060001311010
054316,060001412417
060481,080002001882
060612,080002006542
230089,260282007761
444463,480809010456
030601,040885002552
102414,120000204145
200804,230993000603
363050,390442605326
525160,660000200076
290225,320006000755
054364,061518012264
070306,090192001478
140571,170141806385
400130,440087000208
445582,483510012675
030660,040060803115
054283,060221911640
222152,250002500524
290216,320000100742
310782,340606003115
372412,402025002395
444831,484188011997
042147,051266001118
070284,090192001435
270072,300065401099
070471,090070001513
410796,450390001103
060796,080258002003
333369,362049001900
030741,040885003272
053907,063432011140
053993,060218011207
060241,080192006447
311381,341804005738
320122,350006000966
372650,400077302385
102180,120174007246
210651,240015001342
441853,481623010561
150216,180063002467
330836,360011905929
030728,040083103196
060472,080555001858
330697,360011905704
140626,170142606424
445063,480020712268
447646,480016312926
050162,060218112028
441486,481521011781
444160,482742003085
450338,490017601463
102587,120039007016
140822,170993006058
380822,410960000021
060062,080002006390
060611,080336006442
080126,100001500112
102285,120030007558
232405,260107008516
233841,268099008061
331117,360009205930
365287,390151205794
443302,481611011252
444628,480142912752
030762,040090303418
054058,061954011601
060489,080555001860
060901,080480001907
365166,390434805431
