univ_id,po_num,order_num,order_title,order_cost,num_runs,num_students,date_start,date_end,hs_grad_class,zip_code_file,zip_code,state_name,cbsa_name,intl_region,segment,race_ethnicity,gender,sat_score_min,sat_score_max,sat_score_old_min,sat_score_old_max,psat_score_min,psat_score_max,psat_score_old_min,psat_score_old_max,gpa_high,gpa_low,rank_high,rank_low
145637,P1659111,483721,1150-1500 INTL Travel Countries Only,395.55,,879,2019-06-27,,2021|2022,,,,,"AS-3 - Egypt|AC-7 - Hong Kong|AS-4 - India|AC-8 - Indonesia|AS-7 - Jordan|AC-16 - Korea, South (ROK)|AC-29 - Macao|AC-10 - Malaysia|AS-14 - Saudi Arabia|AS-17 - United Arab Emirates|AC-20 - Viet Nam",,,,1200,1500,1130,1460,1150,1450,108,140,A+,B-,,
145637,P1659111,483724,1240-1450 OOS ENG and NON ENG,1499.40,,3332,2019-06-27,,2021|2022,,,"Armed Forces Americas (Except Canada)|Connecticut|Armed Forces Canada, Europe, Middle East, Africa|Missouri|California|Armed Forces Pacific","IN - Indianapolis-Carmel-Anderson, IN|OH - Cincinnati, OH-KY-IN|MD - Baltimore-Columbia-Towson, MD|NC - Charlotte-Concord-Gastonia, NC-SC|FL - Orlando-Kissimmee-Sanford, FL|KS - Kansas City, MO-KS|GA - Atlanta-Sandy Springs-Roswell, GA|CO - Denver-Aurora-Lakewood, CO|CO - Boulder, CO|NJ - New York-Newark-Jersey City, NY-NJ-PA|MN - Minneapolis-St. Paul-Bloomington, MN-WI|VA - Washington-Arlington-Alexandria, DC-VA-MD-WV|TN - Nashville-Davidson--Murfreesboro--Franklin, TN|IA - Iowa City, IA|WI - Madison, WI|FL - Miami-Fort Lauderdale-West Palm Beach, FL|IN - Bloomington, IN|FL - Naples-Immokalee-Marco Island, FL|MI - Ann Arbor, MI|NJ - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|OH - Columbus, OH|MD - Washington-Arlington-Alexandria, DC-VA-MD-WV|OH - Cleveland-Elyria, OH|IN - Lafayette-West Lafayette, IN|MA - Boston-Cambridge-Newton, MA-NH|NY - New York-Newark-Jersey City, NY-NJ-PA|NC - Durham-Chapel Hill, NC|NC - Raleigh, NC|DC - Washington-Arlington-Alexandria, DC-VA-MD-WV|FL - Tampa-St. Petersburg-Clearwater, FL|MD - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|OH - Dayton, OH|WI - Milwaukee-Waukesha-West Allis, WI|PA - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|IA - Davenport-Moline-Rock Island, IA-IL|MI - Detroit-Warren-Dearborn, MI|GA - Athens-Clarke County, GA|WA - Seattle-Tacoma-Bellevue, WA|NJ - Trenton, NJ|AZ - Phoenix-Mesa-Scottsdale, AZ",,,,,1240,1450,1170,1400,1220,1450,115,140,A+,B-,,
145637,P1558959,372044,China Search - Feb 2018,985.99,,2293,2018-05-10,,2019|2021|2020,,,,,AC-5 - China,,,,1350,1600,1290,1600,1350,1520,129,149,A+,B-,,
145637,P1659111,403307,IL 1160-1250 August 2018,3885.48,,9036,2018-08-27,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1160,1250,1090,1180,1160,1250,109,118,A+,B-,Highest tenth,Second fifth
145637,P1558959,383145,IL 1160-1270 Catch Up - No Rank,184.04,,428,2018-05-04,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,,,,,1160,1270,109,120,A+,B-,,
145637,P1558959,371076,IL 1160-1270 Feb 2018,4849.11,,11277,2018-02-06,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1160,1270,1090,1200,1160,1270,109,120,A+,B-,Highest tenth,Second fifth
145637,P1659111,456700,IL 1160-1270 Feb 2019,3600.00,,8000,2019-02-01,,2021|2020|2022,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1160,1270,1090,1200,1160,1270,109,120,A+,B-,Highest tenth,Second fifth
145637,P1659111,403329,IL 1260-1440 August 2018,1882.11,,4377,2018-08-27,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1260,1440,1190,1390,1260,1440,119,139,A+,B-,Highest tenth,Second fifth
145637,P1887010,541075,IL 1280-1440 2020 one time,820.15,,1745,2019-12-11,,2021|2020|2023|2022,,,Illinois,"IL - Carbondale-Marion, IL|IL - Davenport-Moline-Rock Island, IA-IL|IL - Champaign-Urbana, IL|IL - Bloomington, IL|IL - Danville, IL|IL - Springfield, IL|IL - Rockford, IL|IL - St. Louis, MO-IL|IL - Decatur, IL|IL - Kankakee, IL|IL - Cape Girardeau, MO-IL|IL - Peoria, IL",,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)",,1280,1440,1210,1390,1280,1440,121,139,A+,B-,Highest tenth,Second fifth
145637,P1887010,500538,IL 1280-1440 2020,1614.45,4,3435,2019-09-04,,2021|2020|2023|2022,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)",,1280,1440,1210,1390,1280,1440,121,139,A+,B-,Highest tenth,Second fifth
145637,P1887010,567374,IL 1280-1440 2021,632.15,2,1345,2020-04-03,2020-06-15,2021|2020|2022,,,Illinois,"IL - Carbondale-Marion, IL|IL - Davenport-Moline-Rock Island, IA-IL|IL - Champaign-Urbana, IL|IL - Bloomington, IL|IL - Danville, IL|IL - Springfield, IL|IL - Rockford, IL|IL - St. Louis, MO-IL|IL - Decatur, IL|IL - Kankakee, IL|IL - Cape Girardeau, MO-IL|IL - Peoria, IL",,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)",,1280,1440,1210,1390,1280,1440,121,139,A+,B-,Highest tenth,Second fifth
145637,P1558959,371072,IL 1280-1440 Feb 2018,1818.90,,4230,2018-02-06,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1280,1440,1210,1390,1280,1440,121,139,A+,B-,Highest tenth,Second fifth
145637,P1659111,456677,IL 1280-1440 Feb 2019,1366.20,,3036,2019-02-01,,2021|2020|2022,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1280,1440,1210,1390,1280,1440,121,139,A+,B-,Highest tenth,Second fifth
145637,P1558959,383135,IL 1280-1440 PSAT Catch Up - No Rank,153.08,,356,2018-05-04,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,,,,,1280,1440,121,139,A+,B-,,
145637,P1558959,327696,IL 1450+ August 2017,241.23,,561,2017-10-12,,2018|2019|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1450,1600,1400,1600,1450,1520,140,149,A+,B-,Highest tenth,Second fifth
145637,P1659111,403217,IL 1450+ August 2018,146.20,,340,2018-08-27,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1450,1600,1400,1600,1450,1520,140,149,A+,B-,Highest tenth,Second fifth
145637,P1558959,371132,IL 1450+ Feb 2018,217.58,,506,2018-02-06,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1450,1600,1400,1600,1450,1520,140,149,A+,B-,Highest tenth,Second fifth
145637,P1659111,456725,IL 1450+ Feb 2019,148.05,,329,2019-02-01,,2021|2020|2022,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1450,1600,1400,1600,1450,1520,140,149,A+,B-,Highest tenth,Second fifth
145637,P1558959,374839,IL 1450+ PSAT Catch Up - NO RANK,32.68,,76,2018-05-04,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,,,,,1450,1520,140,149,A+,B-,,
145637,P1558959,374921,IL Khan Messaging PSAT 1100-1150 Edit name,,,,,,2019|2021|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,,,,,1100,1150,102,108,A+,B-,,
145637,P1558959,327699,IL Lower Range August 2017,4610.89,,10723,2017-10-12,,2018|2019|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1160,1270,1090,1200,1160,1270,109,120,A+,B-,Highest tenth,Second fifth
145637,P1558959,327649,IL Middle 50% August 2017,1761.71,,4097,2017-10-12,,2018|2019|2020,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1280,1440,1210,1390,1280,1440,121,139,A+,B-,Highest tenth,Second fifth
145637,P1887010,567426,IL NON URM 1160-1270 2021,2700.15,2,5745,2020-04-03,2020-06-15,2021|2023|2022,,,Illinois,"IL - Carbondale-Marion, IL|IL - Davenport-Moline-Rock Island, IA-IL|IL - Champaign-Urbana, IL|IL - Bloomington, IL|IL - Danville, IL|IL - Springfield, IL|IL - Rockford, IL|IL - St. Louis, MO-IL|IL - Decatur, IL|IL - Kankakee, IL|IL - Cape Girardeau, MO-IL|IL - Peoria, IL",,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1160,1270,1090,1200,1160,1270,109,120,A+,B-,Highest tenth,Second fifth
145637,P1887010,541047,IL NON URM 1160-1270 one time,1135.99,,2417,2019-12-11,,2021|2020|2023|2022,,,Illinois,"IL - Carbondale-Marion, IL|IL - Davenport-Moline-Rock Island, IA-IL|IL - Champaign-Urbana, IL|IL - Bloomington, IL|IL - Danville, IL|IL - Springfield, IL|IL - Rockford, IL|IL - St. Louis, MO-IL|IL - Decatur, IL|IL - Kankakee, IL|IL - Cape Girardeau, MO-IL|IL - Peoria, IL",,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1160,1270,1090,1200,1160,1270,109,120,A+,B-,Highest tenth,Second fifth
145637,P1887010,500551,IL NON URM 1160-1270,4779.43,4,10169,2019-09-04,,2021|2020|2023|2022,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)|Native Hawaiian or Other Pacific Islander",,1160,1270,1090,1200,1160,1270,109,120,A+,B-,Highest tenth,Second fifth
145637,P1887010,541076,IL NON URM 1450 2020 one time,91.65,,195,2019-12-11,,2021|2020|2023|2022,,,Illinois,"IL - Carbondale-Marion, IL|IL - Davenport-Moline-Rock Island, IA-IL|IL - Champaign-Urbana, IL|IL - Bloomington, IL|IL - Danville, IL|IL - Springfield, IL|IL - Rockford, IL|IL - St. Louis, MO-IL|IL - Decatur, IL|IL - Kankakee, IL|IL - Cape Girardeau, MO-IL|IL - Peoria, IL",,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)",,1450,1600,1400,1600,1450,1520,140,149,A+,B-,Highest tenth,Second fifth
145637,P1887010,500540,IL NON URM 1450 2020,159.33,4,339,2019-09-04,,2021|2020|2023|2022,,,Illinois,,,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)",,1450,1600,1400,1600,1450,1520,140,149,A+,B-,Highest tenth,Second fifth
145637,P1887010,567375,IL NON URM 1450 2021,55.46,2,118,2020-04-03,2020-06-15,2021|2023|2022,,,Illinois,"IL - Carbondale-Marion, IL|IL - Davenport-Moline-Rock Island, IA-IL|IL - Champaign-Urbana, IL|IL - Bloomington, IL|IL - Danville, IL|IL - Springfield, IL|IL - Rockford, IL|IL - St. Louis, MO-IL|IL - Decatur, IL|IL - Kankakee, IL|IL - Cape Girardeau, MO-IL|IL - Peoria, IL",,,"Asian (including Indian subcontinent and Philippines origin)|Other|I do not wish to respond to race|No, not of Hispanic, Latino, or Spanish origin|White (including Middle Eastern origin)",,1450,1600,1400,1600,1450,1520,140,149,A+,B-,Highest tenth,Second fifth
145637,P1659111,403330,IL URM 1030-1190 August 2018,2918.41,,6787,2018-08-27,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1030,1190,950,1120,1030,1190,95,112,A+,B-,Highest tenth,Second fifth
145637,P1659111,470250,International Non China Search March,1384.20,4,3076,2019-03-27,,2021|2020|2022,,,,,"EW-26 - Aaland Islands|AS-19 - Afghanistan|EC-13 - Albania|CA01 - Alberta|CA01 - Alberta|AF-28 - Algeria|EW-27 - Andorra|AF-29 - Angola|CR-12 - Anguilla|CR-13 - Antigua and Barbuda|SA-2 - Argentina|AS-20 - Armenia|CR-14 - Aruba|AC-1 - Australia|EW-1 - Austria|AS-21 - Azerbaijan|CR-1 - Bahamas|AS-1 - Bahrain|AS-2 - Bangladesh|CR-15 - Barbados|EC-14 - Belarus|EW-2 - Belgium|MM-2 - Belize|AF-30 - Benin|CR-2 - Bermuda|AC-22 - Bhutan|SA-3 - Bolivia|CR-24 - Bonaire, Sint Eustasius, and Saba|EC-15 - Bosnia and Herzegovina|AF-2 - Botswana|SA-15 - Bouvet Island|SA-4 - Brazil|CA02 - British Columbia|CA02 - British Columbia|AF-55 - British Indian Ocean Territory|AC-2 - Brunei Darussalam|EC-1 - Bulgaria|AF-3 - Burkina Faso|AF-31 - Burundi|AC-4 - Cambodia|AF-4 - Cameroon|AF-32 - Cape Verde|CR-3 - Cayman Islands|AF-33 - Central African Republic|AF-34 - Chad|SA-5 - Chile|AC-39 - Christmas Island|AC-40 - Cocos (Keeling) Islands|SA-6 - Colombia|AF-35 - Comoros|AF-36 - Congo|AF-5 - Congo, The Democratic Republic Of The|AC-23 - Cook Islands|MM-3 - Costa Rica|AF-9 - Cote D'Ivoire|EC-16 - Croatia|CR-4 - Cuba|CR-25 - Curacao|EW-3 - Cyprus|EC-2 - Czechia|EW-4 - Denmark|AF-37 - Djibouti|CR-17 - Dominica|CR-5 - Dominican Republic|SA-7 - Ecuador|AS-3 - Egypt|MM-4 - El Salvador|AF-38 - Equatorial Guinea|AF-39 - Eritrea|EC-17 - Estonia|AF-6 - Ethiopia|AF-56 - Falkland Islands (Malvinas)|EW-28 - Faroe Islands|AC-6 - Fiji|EW-6 - Finland|EW-7 - France|SA-14 - French Guiana|AC-24 - French Polynesia|AF-57 - French Southern Territories|AF-40 - Gabon|AF-7 - Gambia|AS-22 - Georgia|EW-8 - Germany|AF-8 - Ghana|EW-29 - Gibraltar|EW-9 - Greece|EW-30 - Greenland|CR-6 - Grenada|AC-25 - Guadeloupe|MM-5 - Guatemala|EW-36 - Guernsey|AF-41 - Guinea|AF-42 - Guinea-Bissau|SA-8 - Guyana|CR-7 - Haiti|AC-41 - Heard Island and Mcdonald Islands|EW-31 - Holy See (Vatican City State)|MM-6 - Honduras|AC-7 - Hong Kong|EC-3 - Hungary|EW-10 - Iceland|AS-4 - India|AC-8 - Indonesia|AS-23 - Iran, Islamic Republic Of|AS-5 - Iraq|EW-11 - Ireland|EW-35 - Isle Of Man|AS-6 - Israel|EW-12 - Italy|CR-8 - Jamaica|AC-9 - Japan|EW-37 - Jersey|AS-7 - Jordan|AS-24 - Kazakhstan|AF-10 - Kenya|AC-26 - Kiribati|AC-27 - Korea, North (DPR)|AC-16 - Korea, South (ROK)|EC-23 - Kosovo|AS-8 - Kuwait|AS-25 - Kyrgyzstan|AC-28 - Lao People's Democratic Republic|EC-5 - Latvia|AS-9 - Lebanon|AF-11 - Lesotho|AF-43 - Liberia|AF-44 - Libya|EW-32 - Liechtenstein|EC-18 - Lithuania|EW-13 - Luxembourg|AC-29 - Macao|EC-6 - Macedonia, The Former Yugoslav Republic Of|AF-12 - Madagascar|AF-13 - Malawi|AC-10 - Malaysia|AS-26 - Maldives|AF-45 - Mali|EW-14 - Malta|CA03 - Manitoba|CA03 - Manitoba|CR-18 - Martinique|AF-46 - Mauritania|AF-14 - Mauritius|AF-58 - Mayotte|MM-7 - Mexico|EC-19 - Moldova, Republic Of|EW-33 - Monaco|AC-31 - Mongolia|EC-20 - Montenegro|CR-19 - Montserrat|AF-15 - Morocco|AF-16 - Mozambique|AC-3 - Myanmar|AF-47 - Namibia|AC-32 - Nauru|AS-10 - Nepal|EW-15 - Netherlands|CR-9 - Netherlands Antilles|CA04 - New Brunswick|CA04 - New Brunswick|AC-33 - New Caledonia|AC-11 - New Zealand|CA05 - Newfoundland and Labrador|CA05 - Newfoundland and Labrador|MM-8 - Nicaragua|AF-48 - Niger|AF-17 - Nigeria|AC-34 - Niue|AC-42 - Norfolk Island|CA06 - Northwest Territories|CA06 - Northwest Territories|EW-17 - Norway|CA07 - Nova Scotia|CA07 - Nova Scotia|CA13 - Nunavut|CA13 - Nunavut|AS-11 - Oman|CA08 - Ontario|CA08 - Ontario|AS-12 - Pakistan|AC-12 - Palau|AS-27 - Palestine, State of|MM-9 - Panama|AC-13 - Papua New Guinea|SA-9 - Paraguay|SA-10 - Peru|AC-14 - Philippines|AF-59 - Pitcairn|EW-18 - Poland|EW-19 - Portugal|CA09 - Prince Edward Island|CA09 - Prince Edward Island|AS-13 - Qatar|CA10 - Quebec|CA10 - Quebec|AF-49 - Reunion|EC-7 - Romania|EC-8 - Russian Federation|AF-50 - Rwanda|CR-26 - Saint Barthelemy|AF-60 - Saint Helena, Ascension and Tristan da Cunha|CR-22 - Saint Kitts and Nevis|CR-20 - Saint Lucia|CR-27 - Saint Martin (French Part)|EW-38 - Saint Pierre and Miquelon|CR-21 - Saint Vincent and The Grenadines|AC-21 - Samoa|EW-34 - San Marino|AF-51 - Sao Tome and Principe|CA11 - Saskatchewan|CA11 - Saskatchewan|AS-14 - Saudi Arabia|AF-18 - Senegal|EC-21 - Serbia|AF-52 - Seychelles|AF-19 - Sierra Leone|AC-15 - Singapore|CR-28 - Sint Maarten (Dutch Part)|EC-9 - Slovakia|EC-10 - Slovenia|AC-36 - Solomon Islands|AF-53 - Somalia|AF-20 - South Africa|SA-16 - South Georgia and The South Sandwich Islands|AF-62 - South Sudan|EW-21 - Spain|AS-15 - Sri Lanka|AF-21 - Sudan|SA-11 - Suriname|EW-39 - Svalbard and Jan Mayen|AF-22 - Swaziland|EW-22 - Sweden|EW-23 - Switzerland|AS-16 - Syrian Arab Republic|AC-17 - Taiwan|AS-28 - Tajikistan|AF-23 - Tanzania, United Republic Of|AC-18 - Thailand|AC-43 - Timor-Leste|AF-54 - Togo|AC-44 - Tokelau|AC-19 - Tonga|CR-10 - Trinidad and Tobago|AF-24 - Tunisia|EC-22 - Turkey|AS-29 - Turkmenistan|CR-23 - Turks and Caicos Islands|AC-37 - Tuvalu|AF-25 - Uganda|EC-11 - Ukraine|AS-17 - United Arab Emirates|EW-5 - United Kingdom|SA-12 - Uruguay|AS-30 - Uzbekistan|AC-38 - Vanuatu|SA-13 - Venezuela|AC-20 - Viet Nam|CR-16 - Virgin Islands, British|AC-45 - Wallis and Futuna|AF-61 - Western Sahara|AS-18 - Yemen|CA12 - Yukon Territory|CA12 - Yukon Territory|AF-26 - Zambia|AF-27 - Zimbabwe",,,,1240,1450,1170,1400,1240,1450,117,140,A+,B-,,
145637,P1558959,371669,Intl Broad Search - Feb 2018,4534.78,,10546,2018-05-10,,2019|2021|2020,,,,,"AC-7 - Hong Kong|AS-4 - India|AC-8 - Indonesia|AC-9 - Japan|AC-16 - Korea, South (ROK)|AF-17 - Nigeria|AS-12 - Pakistan|AS-13 - Qatar|AS-14 - Saudi Arabia|AC-15 - Singapore|AC-17 - Taiwan|AC-18 - Thailand|EC-22 - Turkey|AS-17 - United Arab Emirates",,,,1240,1600,1170,1600,1240,1520,117,149,A+,B-,,
145637,P1659111,483701,OOS ENG 1400-1600,220.05,,489,2019-06-27,,2021|2022,,,Vermont|Rhode Island|Hawaii|Maine|Virginia|Michigan|Idaho|Delaware|Iowa|Maryland|Massachusetts|Arkansas|Utah|Indiana|Minnesota|Arizona|Missouri|Montana|Mississippi|New Hampshire|New Jersey|New Mexico|Alaska|Texas|Alabama|North Carolina|North Dakota|Nebraska|New York|Georgia|Nevada|Tennessee|California|Oklahoma|Ohio|Wyoming|Florida|South Dakota|South Carolina|Connecticut|West Virginia|District of Columbia|Wisconsin|Kentucky|Kansas|Oregon|Louisiana|Washington|Colorado|Pennsylvania,,,"EN:51, HS:68|EN:58, HS:70|EN:53, HS:70|EN:51, HS:65|EN:69, HS:70|EN:60, HS:68|EN:73, HS:70|EN:60, HS:65|EN:69, HS:68|EN:70, HS:68|EN:63, HS:70|EN:70, HS:66|EN:78, HS:ALL|EN:58, HS:65|EN:58, HS:64|EN:51, HS:79|EN:60, HS:70|EN:51, HS:70|EN:53, HS:65|EN:60, HS:79|EN:69, HS:75|EN:70, HS:70|EN:63, HS:65|EN:61, HS:ALL|EN:73, HS:65|EN:70, HS:79",,No response|Male,1400,1600,1340,1600,1380,1520,132,149,A+,B-,,
145637,P1659111,403333,OOS ENG Female - August 2018,108.36,,252,2018-08-27,,2021|2020,,,Vermont|Rhode Island|Hawaii|Maine|Virginia|Michigan|Idaho|Delaware|Iowa|Maryland|Massachusetts|Arkansas|Utah|Indiana|Minnesota|Arizona|Missouri|Montana|Mississippi|New Hampshire|New Jersey|New Mexico|Alaska|Texas|Alabama|North Carolina|North Dakota|Nebraska|New York|Georgia|Nevada|Tennessee|California|Oklahoma|Ohio|Wyoming|Florida|South Dakota|South Carolina|Connecticut|West Virginia|District of Columbia|Wisconsin|Kentucky|Kansas|Oregon|Louisiana|Washington|Colorado|Pennsylvania,,,"EN:51, HS:68|EN:58, HS:70|EN:53, HS:70|EN:51, HS:65|EN:69, HS:70|EN:60, HS:68|EN:73, HS:70|EN:60, HS:65|EN:69, HS:68|EN:70, HS:68|EN:63, HS:70|EN:70, HS:66|EN:78, HS:ALL|EN:58, HS:65|EN:58, HS:64|EN:51, HS:79|EN:60, HS:70|EN:51, HS:70|EN:53, HS:65|EN:60, HS:79|EN:69, HS:75|EN:70, HS:70|EN:63, HS:65|EN:61, HS:ALL|EN:73, HS:65|EN:70, HS:79",,Female,1300,1600,1230,1600,1300,1520,123,149,A+,B-,,
145637,P1558959,371665,OOS ENG Female - Feb 2018,1478.77,,3439,2018-02-13,,2019|2021|2020,,,Vermont|Rhode Island|Hawaii|Maine|Virginia|Michigan|Idaho|Delaware|Iowa|Maryland|Massachusetts|Arkansas|Utah|Indiana|Minnesota|Arizona|Missouri|Montana|Mississippi|New Hampshire|New Jersey|New Mexico|Alaska|Texas|Alabama|North Carolina|North Dakota|Nebraska|New York|Georgia|Nevada|Tennessee|California|Oklahoma|Ohio|Wyoming|Florida|South Dakota|South Carolina|Connecticut|West Virginia|District of Columbia|Wisconsin|Kentucky|Kansas|Oregon|Louisiana|Washington|Colorado|Pennsylvania,,,"EN:51, HS:68|EN:58, HS:70|EN:53, HS:70|EN:51, HS:65|EN:69, HS:70|EN:60, HS:68|EN:73, HS:70|EN:60, HS:65|EN:69, HS:68|EN:70, HS:68|EN:63, HS:70|EN:70, HS:66|EN:78, HS:ALL|EN:58, HS:65|EN:58, HS:64|EN:51, HS:79|EN:60, HS:70|EN:51, HS:70|EN:53, HS:65|EN:60, HS:79|EN:69, HS:75|EN:70, HS:70|EN:63, HS:65|EN:61, HS:ALL|EN:73, HS:65|EN:70, HS:79",,Female,1310,1600,1250,1600,1310,1520,125,149,A+,B-,,
145637,P1558959,386336,OOS ENG Female - May 2018,526.32,,1224,2018-05-10,,2019|2021|2020,,,Vermont|Rhode Island|Hawaii|Maine|Virginia|Michigan|Idaho|Delaware|Iowa|Maryland|Massachusetts|Arkansas|Utah|Indiana|Minnesota|Arizona|Missouri|Montana|Mississippi|New Hampshire|New Jersey|New Mexico|Alaska|Texas|Alabama|North Carolina|North Dakota|Nebraska|New York|Georgia|Nevada|Tennessee|California|Oklahoma|Ohio|Wyoming|Florida|South Dakota|South Carolina|Connecticut|West Virginia|District of Columbia|Wisconsin|Kentucky|Kansas|Oregon|Louisiana|Washington|Colorado|Pennsylvania,,,"EN:51, HS:68|EN:58, HS:70|EN:53, HS:70|EN:51, HS:65|EN:69, HS:70|EN:60, HS:68|EN:73, HS:70|EN:60, HS:65|EN:69, HS:68|EN:70, HS:68|EN:63, HS:70|EN:70, HS:66|EN:78, HS:ALL|EN:58, HS:65|EN:58, HS:64|EN:51, HS:79|EN:60, HS:70|EN:51, HS:70|EN:53, HS:65|EN:60, HS:79|EN:69, HS:75|EN:70, HS:70|EN:63, HS:65|EN:61, HS:ALL|EN:73, HS:65|EN:70, HS:79",,Female,1310,1600,1250,1600,1310,1520,125,149,A+,B-,,
