cbsa_name,median_household_income,medincome_total,medincome_under25,medincome_2544,medincome_4564,medincome_65plus,cbsa_code
"Laurinburg, NC Micro Area",37238,37238,16389,43158,45509,28169,29900
"Lawrence, KS Metro Area",59435,59435,24299,67500,83119,51364,29940
"Lawrenceburg, TN Micro Area",43614,43614,25156,53363,53096,32418,29980
"Lawton, OK Metro Area",52076,52076,33673,53544,63414,44335,30020
"Lebanon, MO Micro Area",47257,47257,37683,55950,53807,33398,30060
"Lebanon, NH-VT Micro Area",61913,61913,35298,68466,72086,49206,30100
"Lebanon, PA Metro Area",60281,60281,47991,66855,73937,43460,30140
"Levelland, TX Micro Area",48248,48248,33333,54063,54830,33191,30220
"Lewisburg, PA Micro Area",59399,59399,23919,75016,77693,36470,30260
"Lewisburg, TN Micro Area",53197,53197,24643,56230,62020,38218,30280
"Lewiston, ID-WA Metro Area",56430,56430,33056,64089,70107,44319,30300
"Lewiston-Auburn, ME Metro Area",53509,53509,39328,63459,67341,36816,30340
"Lewistown, PA Micro Area",50219,50219,31304,55808,63216,34668,30380
"Lexington, NE Micro Area",54716,54716,26904,60818,67472,40261,30420
"Lexington-Fayette, KY Metro Area",58685,58685,26984,63274,72320,48757,30460
"Liberal, KS Micro Area",49291,49291,22061,52445,52061,41273,30580
"Lima, OH Metro Area",53131,53131,25548,57795,63813,39814,30620
"Lincoln, IL Micro Area",57308,57308,45948,64000,66761,44503,30660
"Lincoln, NE Metro Area",61031,61031,29648,66617,78245,51043,30700
"Little Rock-North Little Rock-Conway, AR Metro Area",54746,54746,30538,57609,65960,43626,30780
"Lock Haven, PA Micro Area",50923,50923,27096,61912,64231,34737,30820
"Logan, UT-ID Metro Area",58809,58809,30550,61915,80692,51318,30860
"Logansport, IN Micro Area",49415,49415,31530,51039,60224,37884,30900
"London, KY Micro Area",35911,35911,32093,42249,38263,29434,30940
"Longview, TX Metro Area",51580,51580,30798,56089,62819,40198,30980
"Longview, WA Metro Area",54506,54506,39500,63501,64668,42422,31020
"Los Alamos, NM Micro Area",121324,121324,46776,118536,143859,108371,31060
"Los Angeles-Long Beach-Anaheim, CA Metro Area",72998,72998,38872,76375,85096,52531,31080
"Louisville/Jefferson County, KY-IN Metro Area",59158,59158,33963,63859,70547,44507,31140
"Lubbock, TX Metro Area",51942,51942,24979,57875,66999,46274,31180
"Ludington, MI Micro Area",51725,51725,54875,54261,62695,39965,31220
"Lufkin, TX Micro Area",50453,50453,29929,55932,56770,37796,31260
"Lumberton, NC Micro Area",34976,34976,21474,36239,41442,28281,31300
"Lynchburg, VA Metro Area",53798,53798,30977,60481,67321,40787,31340
"Macomb, IL Micro Area",44471,44471,9078,58103,59609,40342,31380
"Macon-Bibb County, GA Metro Area",44332,44332,22608,45679,54758,36733,31420
"Madera, CA Metro Area",57585,57585,39313,55235,69622,48921,31460
"Madison, IN Micro Area",52718,52718,24044,55947,62250,36724,31500
"Madison, WI Metro Area",72374,72374,31067,80436,90197,54559,31540
"Madisonville, KY Micro Area",47170,47170,43922,52855,57269,36370,31580
"Magnolia, AR Micro Area",36193,36193,14340,43398,51485,27169,31620
"Malone, NY Micro Area",50407,50407,25816,54219,62938,37286,31660
"Malvern, AR Micro Area",43889,43889,26250,49794,48992,32776,31680
"Manchester-Nashua, NH Metro Area",81460,81460,47624,87792,99488,53177,31700
"Manhattan, KS Metro Area",54141,54141,30595,58016,71465,52806,31740
"Manitowoc, WI Micro Area",56612,56612,41313,67115,70934,34451,31820
"Mankato, MN Metro Area",60827,60827,30735,70411,77177,50497,31860
"Mansfield, OH Metro Area",49547,49547,33517,54444,62271,38482,31900
"Marietta, OH Micro Area",50021,50021,26321,54908,61069,39352,31930
"Marinette, WI-MI Micro Area",48933,48933,48214,57678,56059,35110,31940
"Marion, IN Micro Area",44356,44356,25317,47023,51561,38393,31980
"McAllen-Edinburg-Mission, TX Metro Area",40014,40014,23851,41527,50069,28446,32580
"McComb, MS Micro Area",31784,31784,30196,28898,37667,30488,32620
"McMinnville, TN Micro Area",41125,41125,32828,46530,46568,33836,32660
"McPherson, KS Micro Area",59089,59089,42400,67628,69413,39876,32700
"Meadville, PA Micro Area",50304,50304,36763,59894,59063,35854,32740
"Medford, OR Metro Area",53412,53412,30378,58143,63680,44500,32780
"Memphis, TN-MS-AR Metro Area",53209,53209,28115,52621,64350,43589,32820
"Menomonie, WI Micro Area",58783,58783,27639,68374,75154,38082,32860
"Merced, CA Metro Area",53672,53672,30146,52281,64189,43703,32900
"Meridian, MS Micro Area",41107,41107,20693,48824,42964,32814,32940
"Marion, NC Micro Area",43646,43646,27418,55572,44195,36407,32000
"Marion, OH Micro Area",47498,47498,35204,50954,55944,37376,32020
"Marquette, MI Micro Area",53970,53970,23578,63181,64640,44915,32100
"Marshall, MN Micro Area",57730,57730,22228,61232,80282,41403,32140
"Marshall, MO Micro Area",44720,44720,42188,46809,53198,35115,32180
"Marshalltown, IA Micro Area",56437,56437,40978,59583,70767,38910,32260
"Martin, TN Micro Area",39937,39937,20348,47929,48255,34550,32280
"Martinsville, VA Micro Area",37309,37309,29899,39698,43588,31525,32300
"Maryville, MO Micro Area",44232,44232,22288,57880,61398,40437,32340
"Mason City, IA Micro Area",54388,54388,41694,66719,65571,40803,32380
"Mayagüez, PR Metro Area",15197,15197,2499,11311,19813,16516,32420
"Mayfield, KY Micro Area",44043,44043,21806,52021,54448,29964,32460
"Maysville, KY Micro Area",45377,45377,22083,54742,57849,27202,32500
"McAlester, OK Micro Area",46784,46784,35385,53826,54471,37083,32540
"Mexico, MO Micro Area",44261,44261,32474,53102,45158,36110,33020
"Miami, OK Micro Area",39872,39872,31204,43877,46370,32061,33060
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",56775,56775,34590,61433,66407,40845,33100
"Michigan City-La Porte, IN Metro Area",53658,53658,31906,55428,65948,41433,33140
"Middlesborough, KY Micro Area",26272,26272,15865,30316,27079,26123,33180
"Midland, MI Metro Area",62625,62625,34191,69862,76198,47229,33220
"Midland, TX Metro Area",79140,79140,51265,87899,89556,47079,33260
"Milledgeville, GA Micro Area",41584,41584,16614,54338,47687,38167,33300
"Milwaukee-Waukesha, WI Metro Area",62389,62389,31399,67715,78044,44266,33340
"Minden, LA Micro Area",28951,28951,19878,30299,32031,27377,33380
"Mineral Wells, TX Micro Area",50154,50154,33667,58576,55896,39957,33420
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",80421,80421,42514,88136,97525,52412,33460
"Minot, ND Micro Area",68669,68669,44600,76951,88663,42411,33500
"Missoula, MT Metro Area",54062,54062,22576,59660,64966,46576,33540
"Mitchell, SD Micro Area",51590,51590,29560,60709,71586,38072,33580
"Moberly, MO Micro Area",47740,47740,17500,50431,61076,35758,33620
"Mobile, AL Metro Area",47302,47302,21180,50940,55255,39165,33660
"Modesto, CA Metro Area",60704,60704,39016,65195,72153,44590,33700
"Monroe, LA Metro Area",40119,40119,26149,39286,47444,34125,33740
"Monroe, MI Metro Area",62203,62203,35764,71885,79354,43456,33780
"Montgomery, AL Metro Area",52649,52649,23429,53043,63806,44441,33860
"Montrose, CO Micro Area",51647,51647,31690,65259,54723,40481,33940
"Morehead City, NC Micro Area",57194,57194,41528,69304,63724,46319,33980
"Mount Vernon, OH Micro Area",57749,57749,43620,61674,69162,43084,34540
"Mount Vernon-Anacortes, WA Metro Area",67028,67028,41435,73724,79351,51212,34580
"Muncie, IN Metro Area",43512,43512,19050,48690,58194,39109,34620
"Murray, KY Micro Area",42273,42273,16600,51043,51107,40642,34660
"Muscatine, IA Micro Area",58453,58453,42813,63830,73561,38940,34700
"Muskegon, MI Metro Area",50854,50854,26978,55180,58508,40362,34740
"Muskogee, OK Micro Area",43078,43078,28975,50713,50500,33274,34780
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",52660,52660,30402,52923,56202,50995,34820
"Nacogdoches, TX Micro Area",44847,44847,17440,44864,61468,38401,34860
"Napa, CA Metro Area",88596,88596,54263,88651,106143,66984,34900
"Naples-Marco Island, FL Metro Area",69653,69653,50000,58990,77514,71198,34940
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",66347,66347,41110,70655,78765,48385,34980
"Morgan City, LA Micro Area",40485,40485,38208,43505,47933,28825,34020
"Morgantown, WV Metro Area",52332,52332,15708,58083,66118,45651,34060
"Morristown, TN Metro Area",45878,45878,24845,50967,53107,36845,34100
"Moscow, ID Micro Area",49158,49158,20335,53422,72482,50087,34140
"Moses Lake, WA Micro Area",55556,55556,38239,59024,67624,40920,34180
"Moultrie, GA Micro Area",36435,36435,26000,39662,37616,34989,34220
"Mountain Home, AR Micro Area",42260,42260,29367,48498,48369,37819,34260
"Mountain Home, ID Micro Area",46855,46855,27518,49772,59058,33429,34300
"Mount Airy, NC Micro Area",43597,43597,40370,50315,54250,30866,34340
"Mount Gay-Shamrock, WV Micro Area",36168,36168,26645,42392,43390,30354,34350
"Mount Pleasant, MI Micro Area",45116,45116,16947,51739,62378,44502,34380
"Mount Pleasant, TX Micro Area",49600,49600,38750,53892,56903,34961,34420
"Mount Sterling, KY Micro Area",44688,44688,41597,56975,48284,35026,34460
"Mount Vernon, IL Micro Area",49896,49896,38403,49838,62460,41400,34500
"Natchez, MS-LA Micro Area",30239,30239,20100,29200,35442,28510,35020
"Natchitoches, LA Micro Area",28567,28567,17956,30111,35121,30035,35060
"New Bern, NC Metro Area",51017,51017,38926,54129,59555,43557,35100
"Newberry, SC Micro Area",44226,44226,31491,44184,55439,35204,35140
"New Castle, IN Micro Area",49832,49832,31915,57704,58913,40008,35220
"New Castle, PA Micro Area",50204,50204,29440,63827,62056,34808,35260
"New Haven-Milford, CT Metro Area",69905,69905,34033,70410,87555,51712,35300
"New Orleans-Metairie, LA Metro Area",53084,53084,28977,56078,62529,40556,35380
"New Philadelphia-Dover, OH Micro Area",53243,53243,30193,64050,63870,35405,35420
"Newport, OR Micro Area",47882,47882,28171,51905,52138,42602,35440
"Newport, TN Micro Area",36716,36716,-666666666,40721,40013,31802,35460
"New Ulm, MN Micro Area",61120,61120,48438,71849,74693,41138,35580
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",78773,78773,42430,88203,93556,50817,35620
"Niles, MI Metro Area",50795,50795,30659,55232,63388,41115,35660
"Nogales, AZ Micro Area",41259,41259,28694,39385,53851,33071,35700
"Norfolk, NE Micro Area",55793,55793,31930,64158,67454,40468,35740
"North Platte, NE Micro Area",59488,59488,36192,67215,70212,41379,35820
"North Port-Sarasota-Bradenton, FL Metro Area",60810,60810,40702,65498,70136,53484,35840
"North Vernon, IN Micro Area",54191,54191,30217,63481,63094,36409,35860
"Warrensburg, MO Micro Area",55273,55273,33459,59723,69764,47665,47660
"Warsaw, IN Micro Area",61366,61366,47111,66256,75082,42484,47700
"Washington, IN Micro Area",53629,53629,32917,57866,68409,36662,47780
"Washington, NC Micro Area",45212,45212,16379,50991,50324,39111,47820
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",103751,103751,49189,103851,123542,77495,47900
"Washington Court House, OH Micro Area",47308,47308,30434,57016,53941,36291,47920
"North Wilkesboro, NC Micro Area",44107,44107,30920,50945,53040,31504,35900
"Norwalk, OH Micro Area",52560,52560,31276,61012,62931,40152,35940
"Norwich-New London, CT Metro Area",73490,73490,47764,73589,91282,58384,35980
"Oneonta, NY Micro Area",54028,54028,26295,58778,64614,46388,36580
"Ontario, OR-ID Micro Area",46936,46936,39688,51852,55074,36497,36620
"Waterloo-Cedar Falls, IA Metro Area",57495,57495,30706,65959,71181,45681,47940
"Watertown, SD Micro Area",58503,58503,26821,69583,68689,39864,47980
"Watertown-Fort Atkinson, WI Micro Area",66291,66291,48970,75980,79736,41534,48020
"Watertown-Fort Drum, NY Metro Area",52685,52685,36296,56771,65705,39608,48060
"Wauchula, FL Micro Area",38682,38682,40208,36250,53580,33344,48100
"Wausau-Weston, WI Metro Area",61783,61783,39776,73276,76606,39179,48140
"Waycross, GA Micro Area",38469,38469,17412,41291,45092,33972,48180
"Weatherford, OK Micro Area",49900,49900,25703,59357,54632,44243,48220
"Weirton-Steubenville, WV-OH Metro Area",47314,47314,29159,54098,57482,37858,48260
"Wenatchee, WA Metro Area",59757,59757,45616,62911,71532,47799,48300
"West Plains, MO Micro Area",38357,38357,35478,47547,44192,28267,48460
"West Point, MS Micro Area",31833,31833,2499,36023,38910,26727,48500
"Wheeling, WV-OH Metro Area",50390,50390,26289,64703,58954,37772,48540
"Whitewater, WI Micro Area",63776,63776,23774,73170,79673,46676,48580
"Wichita, KS Metro Area",57379,57379,31178,60819,70189,43260,48620
"Wichita Falls, TX Metro Area",49779,49779,28417,55413,57670,39820,48660
"Williamsport, PA Metro Area",54241,54241,26975,60254,65243,39574,48700
"Williston, ND Micro Area",87161,87161,64466,91518,110301,49375,48780
"Willmar, MN Micro Area",60294,60294,40476,67777,70767,49279,48820
"Wilmington, NC Metro Area",55265,55265,26905,59838,67230,48605,48900
"Wilmington, OH Micro Area",52815,52815,32393,58462,67248,36517,48940
"Wilson, NC Micro Area",43877,43877,24850,44361,52580,34932,48980
"Winchester, VA-WV Metro Area",67072,67072,41522,72709,81196,49792,49020
"Winfield, KS Micro Area",50102,50102,36420,54448,60737,39400,49060
"Winnemucca, NV Micro Area",67756,67756,30536,78517,85858,41157,49080
"Winona, MN Micro Area",59329,59329,24829,63555,76408,47746,49100
"Winston-Salem, NC Metro Area",50774,50774,29531,52645,63230,39171,49180
"Wisconsin Rapids-Marshfield, WI Micro Area",54913,54913,36420,59742,69119,40072,49220
"Woodward, OK Micro Area",59001,59001,48750,58548,75019,43529,49260
"Wooster, OH Micro Area",58300,58300,41917,62798,69509,41327,49300
"Worcester, MA-CT Metro Area",73408,73408,38534,80525,92845,44859,49340
"Worthington, MN Micro Area",55304,55304,38560,52681,69022,41455,49380
"Yakima, WA Metro Area",51637,51637,34366,50365,62401,42668,49420
"Yankton, SD Micro Area",58342,58342,30547,60958,67113,47679,49460
"Yauco, PR Metro Area",15463,15463,9089,16364,16590,14433,49500
"York-Hanover, PA Metro Area",66457,66457,42581,72673,80719,44691,49620
"Youngstown-Warren-Boardman, OH-PA Metro Area",47360,47360,23985,52248,57249,38189,49660
"Yuba City, CA Metro Area",58551,58551,40767,60284,68215,46935,49700
"Yuma, AZ Metro Area",45243,45243,31479,50226,53737,36874,49740
"Zanesville, OH Micro Area",47254,47254,30597,54342,59691,33767,49780
"Zapata, TX Micro Area",33952,33952,19291,40051,44342,25729,49820
"Opelousas, LA Micro Area",36403,36403,21803,42421,43468,26688,36660
"Orangeburg, SC Micro Area",37955,37955,17353,39428,44187,30281,36700
"Orlando-Kissimmee-Sanford, FL Metro Area",58368,58368,31767,61128,69418,44647,36740
"Fort Dodge, IA Micro Area",47466,47466,35458,61542,53110,31854,22700
"Fort Collins, CO Metro Area",71881,71881,33348,81643,91110,55435,22660
